Data,Vento0,Vento1,Vento2,Vento3,Vento4,Vento5,Vento6,Vento7,Vento8,Vento9,Vento10,Vento11,Vento12,Vento13,Vento14,Vento15,Vento16,Vento17,Vento18,Vento19,Vento20,Vento21,Vento22,Vento23
06-MAI-2012,3.3,2.4,3.0,2.3,1.4,1.3,1.6,1.1,1.2,1.3,2.0,3.4,3.3,3.9,3.1,3.1,3.0,1.8,2.1,1.8,2.3,1.3,4.8,3.3
07-MAI-2012,3.7,5.0,2.8,3.5,2.1,2.6,1.8,2.9,1.7,2.9,2.9,3.7,4.7,4.7,4.3,4.4,3.6,2.8,3.1,4.1,2.3,2.8,4.0,3.2
08-MAI-2012,2.7,3.8,4.1,5.6,3.8,5.0,3.1,5.0,3.1,5.0,4.8,2.8,5.6,4.2,5.7,4.5,5.0,4.2,3.2,3.6,3.7,2.3,0.9,2.0
09-MAI-2012,2.1,4.8,4.6,2.1,2.7,1.8,2.7,1.4,1.2,1.1,1.5,2.9,3.5,2.5,3.3,2.6,2.7,2.1,2.1,1.8,2.2,0.9,5.6,5.1
10-MAI-2012,2.0,2.7,4.0,2.5,1.5,2.4,2.2,1.3,1.7,1.4,2.7,4.7,2.9,3.0,4.2,2.5,2.5,2.5,2.3,1.2,1.3,1.4,0.4,1.7
11-MAI-2012,2.1,2.0,1.8,2.5,1.6,1.3,1.9,2.7,2.3,1.9,1.8,2.8,4.6,3.4,4.5,3.1,3.2,3.2,2.2,2.5,2.2,1.7,4.7,3.3
12-MAI-2012,2.9,1.8,1.5,1.9,1.3,1.5,2.0,1.2,1.1,0.9,0.8,1.9,3.3,2.5,2.9,3.2,3.9,3.0,3.2,2.4,2.1,1.7,2.8,2.7
13-MAI-2012,1.8,1.4,0.2,0.9,1.7,2.4,0.5,3.1,2.0,0.6,1.7,1.1,1.6,2.5,1.3,1.1,2.4,1.8,3.8,1.4,1.6,1.1,0.6,1.5
14-MAI-2012,0.5,0.6,1.2,1.4,1.5,0.9,0.6,1.3,1.7,0.9,1.1,1.3,2.8,3.1,3.0,3.7,2.8,4.2,3.9,2.8,2.5,1.7,1.6,0.4
15-MAI-2012,2.0,2.6,4.5,3.1,1.9,1.2,1.4,0.5,2.7,1.1,2.2,1.9,2.7,3.0,3.3,1.8,3.2,1.9,2.7,2.4,1.3,0.3,0.5,1.6
16-MAI-2012,1.8,1.9,0.8,1.7,2.1,1.7,2.0,1.7,1.1,1.0,0.8,2.1,2.4,2.4,2.3,3.1,2.2,1.5,1.0,2.1,1.2,1.2,0.5,3.6
17-MAI-2012,0.7,0.6,0.7,1.2,1.6,2.0,1.9,1.6,1.2,1.2,1.5,1.7,2.2,1.4,3.4,2.3,2.7,3.1,3.1,4.2,4.1,4.2,4.5,2.4
18-MAI-2012,2.5,2.5,3.6,3.1,3.4,2.5,1.5,1.3,1.5,0.9,0.8,2.4,1.9,2.9,2.6,2.4,3.1,2.1,2.3,3.3,2.2,2.7,5.0,3.9
19-MAI-2012,2.1,3.7,3.5,3.9,2.3,3.9,3.5,2.1,3.6,2.2,1.8,2.5,2.2,3.2,2.2,3.1,2.8,4.1,3.6,3.4,2.8,3.1,3.1,2.9
20-MAI-2012,1.9,2.6,2.1,3.9,4.3,3.8,2.6,1.9,1.7,1.7,2.4,2.8,4.2,3.5,3.8,2.9,2.4,1.8,2.0,1.4,2.1,2.2,4.1,2.7
21-MAI-2012,3.2,4.4,2.0,0.9,1.7,2.4,1.6,1.1,2.8,1.8,3.6,3.7,3.5,3.4,4.9,4.7,5.1,3.6,4.6,3.8,3.7,2.1,6.0,5.3
22-MAI-2012,4.1,3.7,5.0,4.6,3.4,3.4,3.6,4.5,4.5,3.7,4.3,4.9,4.3,3.8,4.3,4.1,4.9,2.8,3.6,3.3,4.9,4.4,4.9,5.7
23-MAI-2012,4.6,2.3,2.5,2.0,2.9,2.3,1.5,1.3,1.8,3.2,2.4,5.6,4.2,4.9,4.6,2.9,4.6,5.2,4.2,4.0,1.4,2.3,2.5,1.3
24-MAI-2012,1.8,2.9,3.9,2.6,2.4,2.5,2.4,1.6,2.0,3.3,4.0,4.2,2.9,4.0,2.1,2.8,4.5,2.7,3.1,2.1,3.5,1.0,3.0,2.3
25-MAI-2012,2.8,2.8,3.6,2.1,2.9,2.8,2.1,1.8,2.3,1.6,1.4,0.9,1.8,2.9,2.8,2.8,1.9,1.5,2.3,2.4,2.6,1.3,3.2,2.2
26-MAI-2012,1.5,1.5,1.5,1.6,1.5,1.6,1.2,1.3,3.0,2.5,1.8,2.6,4.1,4.2,3.6,4.3,2.6,2.7,2.5,2.9,2.5,1.4,1.0,1.5
27-MAI-2012,1.5,1.8,2.9,2.1,2.5,1.7,1.5,1.1,1.8,1.8,1.6,2.7,3.0,3.1,2.4,2.5,3.4,2.4,2.7,3.0,3.8,2.4,1.2,1.6
28-MAI-2012,2.0,1.7,0.7,1.8,1.9,2.0,1.7,1.1,2.0,2.8,3.0,3.5,5.4,3.5,3.2,3.9,4.4,2.1,2.8,3.3,3.1,3.1,2.0,3.6
29-MAI-2012,3.0,0.4,0.9,1.3,1.9,2.1,2.6,2.6,3.6,2.9,4.2,4.4,2.6,3.4,2.1,3.2,2.9,1.9,4.4,2.4,1.5,0.5,1.8,1.2
30-MAI-2012,2.1,1.7,2.0,1.5,1.2,1.4,1.3,1.0,0.5,1.0,1.3,2.5,2.3,2.7,4.1,3.6,2.6,2.9,2.2,2.4,0.9,2.2,1.4,1.4
31-MAI-2012,1.5,1.5,1.5,1.7,2.3,2.0,2.2,1.3,1.8,1.6,1.4,2.5,2.4,2.6,1.9,2.7,1.3,1.7,2.5,2.7,0.9,0.2,4.1,3.4
01-JUN-2012,1.3,2.0,3.1,1.5,1.6,1.9,2.1,2.4,1.3,1.4,1.5,2.5,3.0,2.5,2.8,3.2,2.0,3.2,2.6,1.3,1.1,0.5,1.0,1.5
02-JUN-2012,2.5,1.8,1.3,2.7,1.4,1.8,1.5,1.3,0.8,1.1,1.1,2.8,2.8,3.4,3.4,3.4,2.9,2.9,3.3,2.6,2.2,2.0,2.2,1.9
03-JUN-2012,2.7,1.6,2.5,0.9,1.6,1.4,1.5,1.6,0.6,0.4,1.2,0.9,3.0,2.4,3.3,1.8,3.1,2.1,1.1,2.2,2.1,3.1,3.4,1.2
04-JUN-2012,1.1,2.2,1.6,1.6,1.7,1.4,0.9,1.3,1.1,1.6,2.3,3.2,2.3,3.0,3.2,1.7,2.6,2.2,2.8,2.3,1.9,3.0,0.8,0.9
05-JUN-2012,0.7,1.3,1.1,1.4,1.6,1.5,2.7,1.1,1.3,1.8,1.9,3.8,2.9,4.8,3.7,4.7,4.5,3.5,3.6,4.3,3.3,1.2,2.6,2.0
06-JUN-2012,3.5,2.7,1.7,1.3,1.8,1.4,1.5,2.1,1.5,1.8,2.4,3.1,3.0,3.0,3.2,3.3,3.0,3.1,3.5,4.0,4.0,3.9,4.4,4.0
07-JUN-2012,3.1,5.5,2.8,2.5,2.3,2.1,2.5,2.1,1.4,1.4,2.0,2.8,3.4,3.5,3.3,3.9,3.4,3.5,2.8,3.1,2.5,1.4,3.5,2.9
08-JUN-2012,3.4,3.0,2.5,2.0,1.8,1.6,1.8,1.5,1.9,1.5,2.4,1.9,3.5,4.8,4.0,3.5,3.8,3.1,3.4,3.0,2.7,1.6,3.1,1.1
09-JUN-2012,1.5,3.4,2.7,3.0,2.2,2.7,2.1,2.3,2.1,1.6,3.3,2.6,3.8,4.0,3.1,3.9,3.8,4.3,3.6,2.6,3.9,1.2,0.9,2.4
10-JUN-2012,1.4,3.1,3.4,3.5,3.1,3.4,3.1,1.3,1.1,2.1,2.9,4.7,4.0,3.9,3.0,3.3,2.9,3.1,4.3,3.6,4.3,3.4,2.7,3.3
11-JUN-2012,3.2,2.3,3.1,2.9,2.5,2.8,3.6,3.7,1.9,1.5,1.7,1.8,3.9,3.2,3.2,3.1,2.5,2.9,2.6,3.2,3.7,3.7,4.1,4.1
12-JUN-2012,3.6,2.1,2.1,0.6,0.7,0.9,1.1,2.3,1.4,1.4,1.7,2.3,3.5,3.6,2.7,3.8,3.2,3.0,2.7,2.9,3.2,3.0,2.2,3.5
13-JUN-2012,4.2,4.3,2.6,2.3,2.3,2.4,2.9,2.3,2.4,3.9,3.4,3.6,3.8,4.5,4.6,3.9,4.7,4.8,5.8,4.2,4.3,4.1,3.0,4.2
14-JUN-2012,3.2,3.3,2.5,2.3,1.9,3.0,2.4,2.2,3.3,1.7,2.8,3.2,4.1,4.6,4.1,4.4,4.1,4.6,3.7,4.2,2.3,3.1,4.3,3.7
15-JUN-2012,2.0,2.7,3.0,3.7,2.5,2.4,2.3,2.1,2.9,2.3,3.3,5.5,4.8,4.1,4.8,4.7,3.4,4.2,3.7,3.2,1.6,1.0,1.5,1.1
16-JUN-2012,1.4,2.2,1.4,1.7,2.0,1.4,1.1,0.9,1.1,1.3,1.7,3.4,3.5,3.6,2.3,2.9,2.7,3.0,1.8,1.8,1.7,3.0,2.5,2.6
17-JUN-2012,2.6,3.6,3.2,1.8,4.2,3.3,2.2,2.4,2.1,1.8,1.3,3.2,3.5,3.4,1.7,2.0,1.6,1.4,2.5,1.8,2.2,2.4,2.3,1.7
18-JUN-2012,2.7,2.5,2.5,2.6,2.1,1.0,2.1,1.7,2.3,1.3,2.0,3.9,3.5,1.7,2.7,2.6,2.5,4.1,3.8,3.1,2.8,1.7,1.6,1.6
19-JUN-2012,3.0,3.9,2.5,3.5,3.0,2.4,2.5,1.6,2.1,2.0,2.3,2.9,2.6,3.1,3.0,2.7,4.3,2.5,2.9,2.9,3.4,3.4,2.0,2.3
20-JUN-2012,1.9,2.0,1.9,1.6,1.6,1.8,1.0,1.3,1.7,1.6,1.8,3.5,3.7,3.2,3.1,3.4,2.4,3.4,2.1,3.4,3.1,1.2,1.9,2.3
21-JUN-2012,1.4,2.5,1.7,1.2,1.4,0.7,0.8,1.5,1.7,1.5,0.9,1.6,2.5,3.1,2.8,3.7,2.7,2.0,2.4,2.9,3.3,3.3,3.6,3.0
22-JUN-2012,1.9,1.6,2.6,2.3,1.3,1.5,1.4,1.0,1.0,1.0,1.1,1.9,1.3,2.5,2.6,2.3,1.6,2.2,1.4,1.2,1.7,2.6,5.4,3.1
23-JUN-2012,0.3,3.8,2.9,2.8,1.9,2.9,1.3,2.3,0.9,2.1,1.1,1.6,1.3,2.4,2.0,3.3,2.9,3.0,2.6,2.9,1.6,0.8,2.0,3.5
24-JUN-2012,3.9,3.9,2.9,1.7,1.8,2.3,2.4,1.4,2.4,1.3,2.7,5.1,3.6,3.2,5.1,4.4,5.1,5.0,5.2,4.0,3.7,3.9,1.7,2.7
25-JUN-2012,1.9,4.5,3.0,2.2,3.0,2.0,2.4,3.0,4.7,3.4,3.3,1.7,3.1,3.7,2.1,4.4,3.5,3.5,3.8,4.4,3.2,3.1,2.5,3.2
26-JUN-2012,1.8,1.5,2.0,2.5,2.5,1.7,3.6,2.3,3.8,3.1,4.2,4.8,4.5,3.9,5.3,4.5,3.9,4.1,5.1,4.2,3.7,3.0,3.7,4.1
27-JUN-2012,2.3,2.9,2.6,3.4,4.3,2.8,2.9,2.4,2.1,3.7,4.3,4.7,4.8,4.1,5.4,4.9,5.5,4.2,4.3,4.1,3.4,3.7,1.8,4.8
28-JUN-2012,2.6,2.5,1.6,1.2,3.1,2.9,2.9,3.0,3.3,2.4,2.9,3.0,3.7,3.8,3.2,3.8,2.3,2.6,1.7,0.6,2.4,2.0,2.7,1.1
29-JUN-2012,1.5,1.9,1.7,1.4,2.2,2.2,2.3,2.5,2.5,0.6,1.5,2.6,2.8,4.1,2.9,4.3,4.1,2.5,3.4,3.6,1.8,0.8,2.2,3.1
30-JUN-2012,2.1,4.9,1.1,1.7,3.7,2.1,1.9,1.0,1.2,2.3,2.4,2.6,3.1,2.4,4.7,3.9,3.8,3.5,3.5,3.5,2.9,2.2,1.6,3.6
01-JUL-2012,4.0,3.3,2.1,3.5,2.8,3.8,2.0,2.4,2.7,1.7,2.9,2.9,3.7,4.8,3.9,4.3,3.5,3.1,3.3,2.3,1.8,0.7,1.5,2.9
02-JUL-2012,3.3,2.1,3.9,4.6,2.4,1.7,3.4,3.1,4.7,4.1,3.4,4.3,3.8,4.1,5.0,4.3,3.2,3.4,3.6,3.8,3.2,3.1,4.3,3.2
03-JUL-2012,2.9,4.9,3.0,3.7,2.4,3.2,4.6,2.1,2.1,2.6,3.2,3.3,5.0,4.8,5.3,5.3,5.1,4.3,4.2,2.6,3.0,2.6,4.2,3.2
04-JUL-2012,2.3,3.3,2.9,3.3,3.0,3.7,1.7,2.1,2.9,2.7,1.7,4.3,5.3,4.9,5.9,4.1,5.7,4.2,4.9,4.3,4.1,2.4,3.6,1.9
05-JUL-2012,2.5,2.2,2.2,3.1,3.3,2.7,2.0,2.0,2.1,1.8,1.9,3.2,2.1,4.1,4.2,4.4,3.6,3.9,4.0,3.4,3.5,4.9,3.9,3.2
06-JUL-2012,3.8,3.2,3.4,2.8,3.7,2.4,2.3,1.2,2.0,2.4,1.8,3.2,4.6,4.0,4.6,4.0,4.3,2.9,4.7,3.3,4.2,2.3,4.7,3.5
07-JUL-2012,5.1,4.8,4.6,2.8,3.2,3.0,2.6,2.1,2.5,1.9,2.1,3.3,2.8,4.6,3.4,3.1,3.7,4.5,3.0,3.5,3.5,2.6,3.6,3.9
08-JUL-2012,2.8,1.6,1.7,3.6,2.3,1.2,1.5,2.2,1.2,3.7,2.7,3.5,3.2,3.3,3.6,3.1,3.4,2.1,3.2,3.8,3.1,2.7,5.1,4.5
09-JUL-2012,3.9,3.9,2.9,3.3,3.6,2.6,1.8,2.0,2.7,1.7,2.5,2.6,3.0,5.0,3.6,4.9,4.5,4.4,4.2,3.1,5.0,3.7,3.3,4.4
10-JUL-2012,2.9,3.6,2.5,2.5,2.9,2.4,2.6,2.3,3.2,2.4,4.1,5.9,5.8,5.3,5.1,4.0,4.5,4.8,5.2,4.1,3.7,2.8,3.9,3.7
11-JUL-2012,3.6,3.6,3.3,3.2,4.1,2.7,2.2,2.5,1.7,1.6,2.4,2.2,3.3,2.7,3.2,3.6,3.6,3.5,2.9,2.1,1.7,1.6,1.7,3.4
12-JUL-2012,3.4,2.7,3.2,1.4,1.9,1.7,1.9,1.5,1.6,1.2,2.2,3.1,2.9,3.1,1.9,2.8,2.5,3.3,2.2,3.3,3.4,2.2,1.5,3.4
13-JUL-2012,3.4,3.6,3.2,3.1,2.7,1.8,1.6,2.3,1.6,2.3,1.6,3.1,3.8,3.9,4.0,2.2,4.8,2.2,1.7,2.3,2.1,2.2,2.4,2.2
14-JUL-2012,1.4,0.7,0.4,1.0,1.5,1.7,0.9,0.8,0.9,1.5,1.8,3.2,4.0,3.5,3.9,3.1,3.9,3.6,3.3,3.3,4.5,4.5,4.1,2.2
15-JUL-2012,2.5,4.4,4.0,3.3,2.9,3.4,3.0,2.4,1.6,1.4,1.8,3.7,3.7,3.3,3.3,3.3,3.7,2.9,3.8,3.0,3.9,3.3,4.2,2.3
16-JUL-2012,5.7,4.0,2.8,1.4,1.1,2.1,1.8,2.4,1.6,2.9,3.9,3.9,3.4,3.6,3.8,2.7,3.9,3.7,3.1,2.7,4.1,3.1,1.9,4.2
17-JUL-2012,3.2,2.1,2.2,3.2,2.3,4.5,2.6,3.0,2.2,2.8,1.8,1.9,2.7,3.7,3.1,3.6,4.5,4.6,4.2,5.2,4.2,4.3,3.5,3.3
18-JUL-2012,4.5,5.3,4.8,3.4,4.2,4.5,2.7,3.3,2.4,2.2,3.1,4.4,4.1,3.1,2.6,3.9,2.9,3.1,3.8,2.7,3.1,3.9,3.1,2.6
19-JUL-2012,3.0,3.7,4.0,3.2,2.1,3.1,4.1,4.2,2.6,3.2,3.4,3.4,3.3,4.1,4.3,3.5,4.0,2.0,3.5,3.5,2.7,3.0,2.1,2.0
20-JUL-2012,2.0,4.2,3.3,2.5,1.7,1.9,1.2,1.8,2.0,0.8,1.1,3.2,4.5,2.3,3.7,4.4,3.3,3.4,3.7,2.1,3.5,4.8,4.8,3.9
21-JUL-2012,2.3,5.8,3.8,3.3,3.3,3.1,3.8,4.1,4.0,4.0,3.8,2.9,2.7,3.7,3.0,3.8,2.5,3.9,5.0,5.3,4.7,3.3,5.1,4.9
22-JUL-2012,4.5,5.7,5.7,3.5,4.0,3.9,3.0,1.9,1.9,2.3,2.7,3.2,3.9,3.5,3.6,4.8,3.8,3.5,4.3,3.9,1.7,5.3,4.2,5.0
23-JUL-2012,4.9,3.6,4.3,4.4,4.1,3.0,2.7,3.1,3.2,3.2,3.5,5.1,4.2,3.8,4.0,4.2,4.3,4.3,5.7,4.6,5.6,3.7,4.3,3.6
24-JUL-2012,4.8,3.8,4.4,3.1,2.2,1.9,2.0,1.1,1.9,2.4,1.9,2.8,3.6,5.6,3.8,4.4,3.1,4.7,4.6,3.8,5.0,3.5,5.8,4.0
25-JUL-2012,1.8,2.5,2.6,2.0,1.8,2.4,2.1,3.0,2.9,1.8,2.0,3.5,3.3,3.3,4.2,4.1,3.5,3.7,3.5,3.6,3.0,4.3,3.5,3.4
26-JUL-2012,1.9,3.3,3.3,2.4,2.8,2.2,2.3,3.1,1.4,2.0,1.2,1.6,2.8,3.0,2.9,3.4,3.1,2.1,4.4,4.8,3.7,3.4,2.6,2.8
27-JUL-2012,1.6,4.2,3.9,4.5,2.9,4.2,3.4,1.6,1.3,1.7,2.5,3.5,3.1,3.5,5.0,3.9,3.2,3.6,3.6,3.0,3.5,3.8,5.0,3.6
28-JUL-2012,5.1,5.0,4.1,3.7,3.9,3.9,2.6,2.9,2.4,1.7,2.7,4.6,3.7,5.4,4.4,3.7,4.0,4.1,3.9,4.1,4.2,2.6,3.3,3.2
29-JUL-2012,3.4,3.1,2.5,2.2,2.2,2.0,2.3,2.8,2.2,3.4,2.1,2.8,4.2,5.3,5.5,4.6,3.4,3.1,3.5,4.1,4.2,3.8,2.6,4.2
30-JUL-2012,4.5,4.3,1.3,3.0,2.5,2.6,1.5,1.3,1.7,1.8,2.2,2.2,4.1,3.5,4.6,3.4,4.6,2.7,4.7,3.8,5.1,5.4,4.1,2.6
31-JUL-2012,1.9,3.4,4.3,4.2,4.2,4.8,2.0,4.1,3.6,2.4,4.5,2.8,5.2,2.8,4.7,4.1,5.0,5.0,4.2,5.1,4.3,3.8,5.4,5.8
01-AGO-2012,4.3,2.7,2.3,2.0,1.4,1.7,3.6,1.2,2.7,2.8,2.8,4.4,6.1,4.6,3.9,3.9,5.5,4.7,4.0,5.2,4.2,4.6,4.9,3.7
02-AGO-2012,3.5,3.9,4.3,3.4,3.5,3.2,2.6,2.8,2.5,2.5,3.8,5.0,3.6,5.4,4.4,3.4,3.5,4.3,4.6,3.8,5.0,4.1,2.5,4.1
03-AGO-2012,2.7,3.0,1.5,3.5,3.3,3.2,3.0,3.3,3.2,3.4,4.1,4.1,4.7,4.4,4.5,4.2,4.4,4.8,4.9,4.4,4.6,2.8,3.6,2.6
04-AGO-2012,3.0,4.0,3.1,2.1,1.5,1.7,1.4,2.3,1.7,2.0,2.4,5.0,4.4,3.8,3.6,3.7,3.9,4.4,4.5,5.2,3.8,4.8,3.2,2.5
05-AGO-2012,4.4,3.9,4.3,3.0,2.4,3.2,2.6,3.9,2.3,1.7,3.7,4.3,4.2,3.3,3.0,3.2,3.6,2.9,3.0,3.1,1.8,2.6,3.0,1.2
06-AGO-2012,1.5,1.6,1.4,1.7,1.9,1.5,1.4,1.9,1.1,2.4,2.3,3.1,3.6,2.7,2.7,2.7,2.0,2.3,1.4,2.6,4.0,5.2,3.1,1.4
07-AGO-2012,0.9,1.6,1.6,1.7,2.8,2.9,2.3,3.5,3.0,3.7,4.8,4.8,3.3,4.2,4.7,5.2,4.5,5.2,4.6,5.3,5.0,4.9,3.3,4.7
08-AGO-2012,5.8,6.0,4.6,4.9,4.7,4.6,3.7,4.0,3.9,3.2,4.7,5.1,5.3,4.2,5.6,6.4,5.4,4.8,5.2,4.6,4.3,4.6,4.8,4.8
09-AGO-2012,4.6,5.2,4.9,5.2,4.0,5.1,3.9,3.2,3.5,3.7,4.1,5.2,4.8,5.8,5.3,5.7,5.0,4.2,4.7,4.3,4.6,4.4,6.0,4.1
10-AGO-2012,4.5,4.4,3.7,4.3,3.2,3.9,2.5,3.2,2.7,3.1,3.0,4.0,4.9,4.3,3.7,3.7,4.3,5.7,3.8,3.8,4.6,4.1,3.7,3.7
11-AGO-2012,3.3,3.6,2.1,4.4,3.6,3.7,2.5,2.3,1.2,2.1,2.5,3.2,3.6,4.4,3.0,4.7,3.6,4.4,4.2,2.9,5.4,5.5,4.5,4.2
12-AGO-2012,3.0,4.0,4.8,5.0,3.7,3.1,3.4,3.0,2.6,2.8,3.1,4.7,4.9,3.9,5.3,3.0,3.6,3.7,2.4,3.4,3.0,5.0,4.6,4.3
13-AGO-2012,5.3,4.9,5.3,5.1,5.2,3.8,4.7,3.9,4.7,6.0,4.6,4.9,4.2,5.6,5.7,5.6,4.9,5.0,5.3,5.0,3.2,3.8,3.8,4.9
14-AGO-2012,3.5,2.3,4.3,2.9,4.3,3.3,2.8,2.0,3.3,3.0,3.6,5.3,3.9,4.6,4.9,5.5,4.6,6.3,5.6,6.3,5.6,5.6,4.7,4.8
15-AGO-2012,5.5,2.7,4.3,3.7,4.7,3.4,2.5,3.9,4.0,4.0,4.0,2.9,5.6,5.4,4.2,5.1,6.6,5.5,5.9,4.1,4.5,3.1,3.6,5.6
16-AGO-2012,4.3,1.8,5.3,5.1,3.0,4.0,2.6,2.2,3.5,4.0,3.6,3.7,4.8,6.9,4.3,4.9,5.0,4.5,4.6,6.0,4.5,3.7,5.4,3.0
17-AGO-2012,2.9,3.2,2.3,1.1,1.2,1.9,1.4,2.9,1.7,1.6,2.4,3.7,4.5,4.7,4.3,3.6,5.1,5.0,4.3,6.0,5.0,2.9,3.0,2.9
18-AGO-2012,2.4,3.4,3.3,3.5,4.0,4.0,3.7,3.9,3.0,3.5,4.3,3.6,4.5,5.2,5.7,6.2,5.8,4.4,6.0,5.4,5.8,3.9,2.7,4.6
19-AGO-2012,5.3,4.9,3.5,4.5,2.2,2.3,2.9,3.2,2.4,3.1,4.0,4.1,4.4,5.7,5.5,5.3,6.2,4.3,5.0,5.2,5.3,4.6,3.8,4.1
20-AGO-2012,2.8,3.0,2.8,2.8,2.2,3.6,2.8,3.9,3.1,2.7,3.6,3.9,3.4,4.6,5.6,4.9,4.2,4.2,3.6,3.8,5.1,6.1,4.1,4.0
21-AGO-2012,5.1,4.8,4.7,4.8,3.4,3.3,2.6,2.3,2.1,2.7,3.4,4.6,5.4,4.7,5.0,4.9,4.0,4.2,3.5,4.4,5.0,5.1,4.5,4.6
22-AGO-2012,4.5,5.3,3.5,3.2,3.6,3.4,3.3,1.9,1.9,2.1,2.8,3.2,5.2,5.1,4.2,3.1,3.3,4.6,4.6,3.7,4.6,5.5,3.8,3.4
23-AGO-2012,4.3,3.3,3.4,4.0,3.9,4.2,3.7,2.2,2.3,2.4,3.7,3.9,4.3,3.4,5.1,5.4,6.5,3.8,4.4,3.5,5.4,4.8,4.9,3.4
24-AGO-2012,3.8,1.4,4.2,2.8,2.7,3.0,2.6,2.6,1.2,1.0,1.8,1.9,3.1,5.9,5.1,5.4,3.9,4.0,4.4,5.6,5.1,4.9,2.4,3.2
25-AGO-2012,2.6,2.1,2.4,2.6,1.7,1.5,1.5,1.6,1.8,1.8,2.0,3.7,3.7,3.8,4.9,3.8,3.9,3.7,2.9,3.6,3.7,3.9,4.3,4.2
26-AGO-2012,3.8,4.9,3.9,2.8,3.0,2.0,1.4,1.7,1.0,1.8,2.5,3.6,4.1,5.7,4.6,5.1,3.8,3.2,3.2,4.3,3.0,2.0,2.8,5.2
27-AGO-2012,3.2,3.8,4.1,4.2,4.2,4.8,3.5,3.0,2.9,3.1,2.7,3.4,4.0,4.0,4.7,3.0,3.9,3.5,2.6,2.1,3.3,2.6,3.3,3.0
28-AGO-2012,3.0,5.4,4.5,5.2,3.9,2.9,4.1,4.2,4.1,3.4,2.7,2.7,3.7,3.1,3.1,3.1,3.7,2.5,3.3,3.9,3.8,2.7,2.8,3.8
29-AGO-2012,2.9,2.4,2.1,2.7,2.2,2.0,2.1,1.7,1.9,2.2,3.0,3.5,2.9,2.9,3.3,NULL,NULL,NULL,3.8,3.3,4.2,2.9,2.0,1.4
30-AGO-2012,2.0,1.3,2.7,2.8,2.4,1.1,2.3,1.5,2.1,1.0,2.7,2.2,2.3,2.9,3.1,3.2,3.5,4.5,4.5,3.9,3.9,5.2,3.7,3.1
31-AGO-2012,2.7,3.4,2.0,2.8,2.6,2.5,0.9,0.7,0.8,1.0,3.0,3.5,3.5,3.7,4.2,5.0,5.1,4.5,5.1,4.0,4.9,4.6,4.6,3.4
01-SET-2012,3.3,3.5,3.2,3.2,3.1,3.3,3.8,4.5,2.6,2.8,3.8,4.6,5.5,5.2,4.6,4.5,4.6,4.0,3.7,4.5,3.0,4.0,3.2,1.6
02-SET-2012,3.3,3.6,4.0,3.8,3.8,3.8,1.9,2.1,2.4,0.9,2.7,4.0,4.2,4.4,3.5,3.3,3.1,3.4,2.6,2.7,3.4,3.2,3.8,2.3
03-SET-2012,3.7,5.4,3.7,2.5,3.0,3.1,2.9,3.0,2.0,2.6,2.9,2.8,3.0,4.1,3.4,3.8,2.8,3.3,1.9,3.1,1.8,1.1,3.6,2.2
04-SET-2012,2.6,2.6,3.0,4.1,3.7,1.7,2.2,1.6,1.7,3.2,3.6,2.5,4.3,3.2,3.0,3.5,3.9,3.5,2.3,3.8,2.4,3.9,2.4,4.5
05-SET-2012,5.9,4.4,4.0,6.6,4.0,4.2,3.1,4.9,3.5,3.1,4.1,6.4,4.1,4.7,4.2,5.1,5.4,4.1,5.4,4.5,5.0,4.6,4.9,4.2
06-SET-2012,4.7,3.2,4.6,3.8,4.6,3.1,2.6,2.7,3.2,2.3,3.4,3.0,3.3,4.4,4.0,3.5,3.7,2.5,2.7,3.6,5.4,3.8,3.0,5.8
07-SET-2012,4.8,2.9,3.4,2.3,2.4,1.7,0.7,1.4,1.3,1.5,3.0,3.7,5.5,4.8,3.7,4.4,4.5,3.4,3.1,3.4,5.6,3.8,2.9,3.5
08-SET-2012,2.4,2.2,3.4,3.4,3.0,4.2,3.8,3.2,2.7,2.5,3.0,4.5,5.1,6.1,5.5,3.7,5.6,3.8,5.5,4.0,5.0,5.0,5.1,3.7
09-SET-2012,3.4,3.7,2.8,3.4,3.9,3.2,3.1,3.3,2.8,3.2,2.8,3.9,3.8,5.0,5.2,3.6,3.5,3.6,4.5,5.3,4.7,4.2,4.2,4.2
10-SET-2012,4.2,3.7,6.1,3.7,2.4,4.0,3.6,3.7,3.2,4.2,4.3,5.2,5.5,5.8,4.6,5.1,4.2,3.3,5.2,4.1,4.5,3.5,3.4,4.5
11-SET-2012,3.5,3.6,3.0,2.6,1.9,1.6,2.0,2.7,1.5,2.7,3.1,2.3,2.8,3.4,3.2,2.5,3.3,2.1,3.3,2.3,2.3,2.1,1.7,2.2
12-SET-2012,1.6,1.1,3.2,1.9,3.2,3.2,2.5,1.4,2.3,2.5,2.7,2.0,3.2,2.8,2.8,2.6,3.8,3.6,4.0,3.1,2.5,1.5,1.2,1.9
13-SET-2012,1.4,2.6,2.2,2.3,2.0,1.8,1.2,1.5,2.1,1.9,2.7,1.5,2.7,4.1,4.4,3.7,3.4,3.7,4.6,4.4,2.9,3.5,2.2,3.4
14-SET-2012,3.4,2.2,1.7,1.6,2.2,2.4,2.3,1.8,2.1,0.9,1.2,3.5,3.5,3.4,3.2,3.6,2.2,4.1,4.2,4.5,5.6,4.4,3.1,6.0
