"","Date","Hour","WindSpeed"
"2441",2012-04-11,16,3.7
"2442",2012-04-11,17,2.5
"2443",2012-04-11,18,3.4
"2444",2012-04-11,19,2.7
"2445",2012-04-11,20,3.1
"2446",2012-04-11,21,2.5
"2447",2012-04-11,22,3.5
"2448",2012-04-11,23,2.1
"2449",2012-04-12,0,3.1
"2450",2012-04-12,1,2.5
"2451",2012-04-12,2,2.9
"2452",2012-04-12,3,2.8
"2453",2012-04-12,4,2.3
"2454",2012-04-12,5,2.3
"2455",2012-04-12,6,1.3
"2456",2012-04-12,7,1.7
"2457",2012-04-12,8,1.5
"2458",2012-04-12,9,0.8
"2459",2012-04-12,10,2.5
"2460",2012-04-12,11,3.5
"2461",2012-04-12,12,3.2
"2462",2012-04-12,13,3.2
"2463",2012-04-12,14,5
"2464",2012-04-12,15,2.5
"2465",2012-04-12,16,2.8
"2466",2012-04-12,17,3.1
"2467",2012-04-12,18,1.9
"2468",2012-04-12,19,2.2
"2469",2012-04-12,20,2.4
"2470",2012-04-12,21,1.5
"2471",2012-04-12,22,1.1
"2472",2012-04-12,23,0.7
"2473",2012-04-13,0,1.5
"2474",2012-04-13,1,4.5
"2475",2012-04-13,2,5.2
"2476",2012-04-13,3,2.9
"2477",2012-04-13,4,2.9
"2478",2012-04-13,5,2
"2479",2012-04-13,6,1.4
"2480",2012-04-13,7,1
"2481",2012-04-13,8,1.4
"2482",2012-04-13,9,1.2
"2483",2012-04-13,10,2.7
"2484",2012-04-13,11,2.9
"2485",2012-04-13,12,3.6
"2486",2012-04-13,13,3.4
"2487",2012-04-13,14,2.7
"2488",2012-04-13,15,2.8
"2489",2012-04-13,16,2.7
"2490",2012-04-13,17,3.3
"2491",2012-04-13,18,3.6
"2492",2012-04-13,19,4.2
"2493",2012-04-13,20,2.5
"2494",2012-04-13,21,1.9
"2495",2012-04-13,22,1.5
"2496",2012-04-13,23,0.9
"2497",2012-04-14,0,0.9
"2498",2012-04-14,1,4.2
"2499",2012-04-14,2,2.7
"2500",2012-04-14,3,2.6
"2501",2012-04-14,4,2.6
"2502",2012-04-14,5,3.7
"2503",2012-04-14,6,3.2
"2504",2012-04-14,7,2.1
"2505",2012-04-14,8,1.9
"2506",2012-04-14,9,1.3
"2507",2012-04-14,10,3.4
"2508",2012-04-14,11,3.6
"2509",2012-04-14,12,3.7
"2510",2012-04-14,13,3.8
"2511",2012-04-14,14,3.6
"2512",2012-04-14,15,3.2
"2513",2012-04-14,16,3.5
"2514",2012-04-14,17,2.9
"2515",2012-04-14,18,3.5
"2516",2012-04-14,19,2.6
"2517",2012-04-14,20,2
"2518",2012-04-14,21,1.7
"2519",2012-04-14,22,2.1
"2520",2012-04-14,23,1.6
"2521",2012-04-15,0,1.4
"2522",2012-04-15,1,2.1
"2523",2012-04-15,2,1.7
"2524",2012-04-15,3,1.3
"2525",2012-04-15,4,0.6
"2526",2012-04-15,5,1.2
"2527",2012-04-15,6,1.3
"2528",2012-04-15,7,1.4
"2529",2012-04-15,8,1.5
"2530",2012-04-15,9,1.3
"2531",2012-04-15,10,1.8
"2532",2012-04-15,11,1.9
"2533",2012-04-15,12,2.4
"2534",2012-04-15,13,2.1
"2535",2012-04-15,14,2.9
"2536",2012-04-15,15,2.6
"2537",2012-04-15,16,2.6
"2538",2012-04-15,17,2.9
"2539",2012-04-15,18,2.7
"2540",2012-04-15,19,3.3
"2541",2012-04-15,20,2.1
"2542",2012-04-15,21,1.4
"2543",2012-04-15,22,0.8
"2544",2012-04-15,23,3.1
"2545",2012-04-16,0,2.5
"2546",2012-04-16,1,1.1
"2547",2012-04-16,2,0.9
"2548",2012-04-16,3,0.6
"2549",2012-04-16,4,0.5
"2550",2012-04-16,5,0.6
"2551",2012-04-16,6,1.1
"2552",2012-04-16,7,2
"2553",2012-04-16,8,1.8
"2554",2012-04-16,9,0.7
"2555",2012-04-16,10,1
"2556",2012-04-16,11,2.3
"2557",2012-04-16,12,3.3
"2558",2012-04-16,13,2.3
"2559",2012-04-16,14,2.4
"2560",2012-04-16,15,1.3
"2561",2012-04-16,16,3
"2562",2012-04-16,17,2.8
"2563",2012-04-16,18,2.4
"2564",2012-04-16,19,2.4
"2565",2012-04-16,20,1.2
"2566",2012-04-16,21,0.8
"2567",2012-04-16,22,1.5
"2568",2012-04-16,23,1.7
"2569",2012-04-17,0,3.3
"2570",2012-04-17,1,0.8
"2571",2012-04-17,2,1
"2572",2012-04-17,3,2
"2573",2012-04-17,4,0.6
"2574",2012-04-17,5,0.4
"2575",2012-04-17,6,0.9
"2576",2012-04-17,7,1.1
"2577",2012-04-17,8,1.3
"2578",2012-04-17,9,2
"2579",2012-04-17,10,1.5
"2580",2012-04-17,11,1.3
"2581",2012-04-17,12,1
"2582",2012-04-17,13,1.3
"2583",2012-04-17,14,1.7
"2584",2012-04-17,15,1.1
"2585",2012-04-17,16,3.2
"2586",2012-04-17,17,3.2
"2587",2012-04-17,18,4.1
"2588",2012-04-17,19,2.1
"2589",2012-04-17,20,3.2
"2590",2012-04-17,21,3.2
"2591",2012-04-17,22,4.8
"2592",2012-04-17,23,3.5
"2593",2012-04-18,0,1.9
"2594",2012-04-18,1,2
"2595",2012-04-18,2,3.7
"2596",2012-04-18,3,2.4
"2597",2012-04-18,4,1.5
"2598",2012-04-18,5,2
"2599",2012-04-18,6,1.3
"2600",2012-04-18,7,2.7
"2601",2012-04-18,8,2.3
"2602",2012-04-18,9,2
"2603",2012-04-18,10,4
"2604",2012-04-18,11,2.6
"2605",2012-04-18,12,2.8
"2606",2012-04-18,13,3.9
"2607",2012-04-18,14,2.7
"2608",2012-04-18,15,3.3
"2609",2012-04-18,16,2.8
"2610",2012-04-18,17,2
"2611",2012-04-18,18,3.1
"2612",2012-04-18,19,3.3
"2613",2012-04-18,20,3.3
"2614",2012-04-18,21,0.9
"2615",2012-04-18,22,3
"2616",2012-04-18,23,1.3
"2617",2012-04-19,0,1.5
"2618",2012-04-19,1,0.9
"2619",2012-04-19,2,2.2
"2620",2012-04-19,3,3.2
"2621",2012-04-19,4,3
"2622",2012-04-19,5,1.7
"2623",2012-04-19,6,1.8
"2624",2012-04-19,7,2
"2625",2012-04-19,8,1.8
"2626",2012-04-19,9,2.5
"2627",2012-04-19,10,2.6
"2628",2012-04-19,11,3.4
"2629",2012-04-19,12,5.1
"2630",2012-04-19,13,3.6
"2631",2012-04-19,14,3.3
"2632",2012-04-19,15,2.4
"2633",2012-04-19,16,3.9
"2634",2012-04-19,17,3.9
"2635",2012-04-19,18,5.1
"2636",2012-04-19,19,3.8
"2637",2012-04-19,20,3.9
"2638",2012-04-19,21,5.5
"2639",2012-04-19,22,3.4
"2640",2012-04-19,23,3.9
"2641",2012-04-20,0,3.6
"2642",2012-04-20,1,2.2
"2643",2012-04-20,2,3
"2644",2012-04-20,3,2.1
"2645",2012-04-20,4,2.8
"2646",2012-04-20,5,2.9
"2647",2012-04-20,6,2.5
"2648",2012-04-20,7,2.8
"2649",2012-04-20,8,1.8
"2650",2012-04-20,9,1.1
"2651",2012-04-20,10,2.7
"2652",2012-04-20,11,4
"2653",2012-04-20,12,3.3
"2654",2012-04-20,13,2.6
"2655",2012-04-20,14,3.1
"2656",2012-04-20,15,2.5
"2657",2012-04-20,16,1.8
"2658",2012-04-20,17,1.4
"2659",2012-04-20,18,0.7
"2660",2012-04-20,19,2.1
"2661",2012-04-20,20,2.4
"2662",2012-04-20,21,1.1
"2663",2012-04-20,22,0.5
"2664",2012-04-20,23,0.3
"2665",2012-04-21,0,1.3
"2666",2012-04-21,1,1.3
"2667",2012-04-21,2,2.1
"2668",2012-04-21,3,1.6
"2669",2012-04-21,4,1.4
"2670",2012-04-21,5,1.9
"2671",2012-04-21,6,0.4
"2672",2012-04-21,7,0.4
"2673",2012-04-21,8,0.9
"2674",2012-04-21,9,0.7
"2675",2012-04-21,10,1.3
"2676",2012-04-21,11,2.7
"2677",2012-04-21,12,2.2
"2678",2012-04-21,13,3.4
"2679",2012-04-21,14,2.4
"2680",2012-04-21,15,2.7
"2681",2012-04-21,16,3.5
"2682",2012-04-21,17,2.6
"2683",2012-04-21,18,1.6
"2684",2012-04-21,19,2.5
"2685",2012-04-21,20,2.7
"2686",2012-04-21,21,1.4
"2687",2012-04-21,22,1.3
"2688",2012-04-21,23,1
"2689",2012-04-22,0,1.4
"2690",2012-04-22,1,1.3
"2691",2012-04-22,2,1.9
"2692",2012-04-22,3,0.7
"2693",2012-04-22,4,1
"2694",2012-04-22,5,1.6
"2695",2012-04-22,6,1.5
"2696",2012-04-22,7,0.8
"2697",2012-04-22,8,1.2
"2698",2012-04-22,9,0.8
"2699",2012-04-22,10,2.8
"2700",2012-04-22,11,1.7
"2701",2012-04-22,12,2.2
"2702",2012-04-22,13,1.7
"2703",2012-04-22,14,1.7
"2704",2012-04-22,15,2.6
"2705",2012-04-22,16,4.2
"2706",2012-04-22,17,4.3
"2707",2012-04-22,18,3.3
"2708",2012-04-22,19,2.8
"2709",2012-04-22,20,4.1
"2710",2012-04-22,21,2.1
"2711",2012-04-22,22,0.9
"2712",2012-04-22,23,2.3
"2713",2012-04-23,0,2
"2714",2012-04-23,1,1.1
"2715",2012-04-23,2,4.4
"2716",2012-04-23,3,1.2
"2717",2012-04-23,4,1
"2718",2012-04-23,5,1.9
"2719",2012-04-23,6,1
"2720",2012-04-23,7,1
"2721",2012-04-23,8,1.2
"2722",2012-04-23,9,1.5
"2723",2012-04-23,10,1.2
"2724",2012-04-23,11,2.1
"2725",2012-04-23,12,2
"2726",2012-04-23,13,2.6
"2727",2012-04-23,14,3.8
"2728",2012-04-23,15,2.6
"2729",2012-04-23,16,4.7
"2730",2012-04-23,17,2.7
"2731",2012-04-23,18,2.2
"2732",2012-04-23,19,2.5
"2733",2012-04-23,20,2.9
"2734",2012-04-23,21,2
"2735",2012-04-23,22,2.5
"2736",2012-04-23,23,1.2
"2737",2012-04-24,0,1.6
"2738",2012-04-24,1,2.6
"2739",2012-04-24,2,1.3
"2740",2012-04-24,3,2.6
"2741",2012-04-24,4,1.7
"2742",2012-04-24,5,2.1
"2743",2012-04-24,6,1.1
"2744",2012-04-24,7,1.2
"2745",2012-04-24,8,1.8
"2746",2012-04-24,9,2.4
"2747",2012-04-24,10,2.2
"2748",2012-04-24,11,2.3
"2749",2012-04-24,12,2.2
"2750",2012-04-24,13,3.3
"2751",2012-04-24,14,3.8
"2752",2012-04-24,15,2.7
"2753",2012-04-24,16,1.9
"2754",2012-04-24,17,4.2
"2755",2012-04-24,18,2.1
"2756",2012-04-24,19,2.6
"2757",2012-04-24,20,1.7
"2758",2012-04-24,21,0.9
"2759",2012-04-24,22,1.5
"2760",2012-04-24,23,2.3
"2761",2012-04-25,0,2.4
"2762",2012-04-25,1,1
"2763",2012-04-25,2,0.8
"2764",2012-04-25,3,1.7
"2765",2012-04-25,4,1.4
"2766",2012-04-25,5,1.8
"2767",2012-04-25,6,1.5
"2768",2012-04-25,7,2.1
"2769",2012-04-25,8,1.6
"2770",2012-04-25,9,1.5
"2771",2012-04-25,10,2.3
"2772",2012-04-25,11,1.4
"2773",2012-04-25,12,3.1
"2774",2012-04-25,13,2.4
"2775",2012-04-25,14,2.5
"2776",2012-04-25,15,2.1
"2777",2012-04-25,16,2.9
"2778",2012-04-25,17,2.2
"2779",2012-04-25,18,2.3
"2780",2012-04-25,19,2.9
"2781",2012-04-25,20,2.3
"2782",2012-04-25,21,1.8
"2783",2012-04-25,22,0.8
"2784",2012-04-25,23,2
"2785",2012-04-26,0,2.1
"2786",2012-04-26,1,2.6
"2787",2012-04-26,2,3
"2788",2012-04-26,3,1.2
"2789",2012-04-26,4,2
"2790",2012-04-26,5,1.4
"2791",2012-04-26,6,1
"2792",2012-04-26,7,1.6
"2793",2012-04-26,8,1.7
"2794",2012-04-26,9,1.7
"2795",2012-04-26,10,2.6
"2796",2012-04-26,11,2.4
"2797",2012-04-26,12,2.7
"2798",2012-04-26,13,2.9
"2799",2012-04-26,14,2.9
"2800",2012-04-26,15,3.9
"2801",2012-04-26,16,3.4
"2802",2012-04-26,17,2.5
"2803",2012-04-26,18,2.8
"2804",2012-04-26,19,3.1
"2805",2012-04-26,20,1.8
"2806",2012-04-26,21,1.8
"2807",2012-04-26,22,1.1
"2808",2012-04-26,23,2
"2809",2012-04-27,0,3.1
"2810",2012-04-27,1,2.7
"2811",2012-04-27,2,2.1
"2812",2012-04-27,3,2
"2813",2012-04-27,4,2.3
"2814",2012-04-27,5,1.7
"2815",2012-04-27,6,1.8
"2816",2012-04-27,7,1.2
"2817",2012-04-27,8,0.8
"2818",2012-04-27,9,0.9
"2819",2012-04-27,10,2.8
"2820",2012-04-27,11,3
"2821",2012-04-27,12,3.4
"2822",2012-04-27,13,2.1
"2823",2012-04-27,14,2.8
"2824",2012-04-27,15,2.7
"2825",2012-04-27,16,2.2
"2826",2012-04-27,17,2.5
"2827",2012-04-27,18,3.1
"2828",2012-04-27,19,2.9
"2829",2012-04-27,20,3.2
"2830",2012-04-27,21,1.7
"2831",2012-04-27,22,0.8
"2832",2012-04-27,23,1.6
"2833",2012-04-28,0,1.2
"2834",2012-04-28,1,2.6
"2835",2012-04-28,2,2.1
"2836",2012-04-28,3,1.2
"2837",2012-04-28,4,1.2
"2838",2012-04-28,5,0.8
"2839",2012-04-28,6,0.9
"2840",2012-04-28,7,1.5
"2841",2012-04-28,8,1.8
"2842",2012-04-28,9,1.6
"2843",2012-04-28,10,1.9
"2844",2012-04-28,11,1.8
"2845",2012-04-28,12,2.1
"2846",2012-04-28,13,2
"2847",2012-04-28,14,2.5
"2848",2012-04-28,15,2.1
"2849",2012-04-28,16,3.5
"2850",2012-04-28,17,3.7
"2851",2012-04-28,18,2.4
"2852",2012-04-28,19,1.8
"2853",2012-04-28,20,2.1
"2854",2012-04-28,21,0.3
"2855",2012-04-28,22,1.8
"2856",2012-04-28,23,1.6
"2857",2012-04-29,0,0.6
"2858",2012-04-29,1,1
"2859",2012-04-29,2,1.7
"2860",2012-04-29,3,1.2
"2861",2012-04-29,4,1
"2862",2012-04-29,5,1.2
"2863",2012-04-29,6,1.4
"2864",2012-04-29,7,0.8
"2865",2012-04-29,8,1.5
"2866",2012-04-29,9,1.3
"2867",2012-04-29,10,1.5
"2868",2012-04-29,11,2
"2869",2012-04-29,12,2
"2870",2012-04-29,13,3.9
"2871",2012-04-29,14,2.5
"2872",2012-04-29,15,2.2
"2873",2012-04-29,16,3
"2874",2012-04-29,17,3.9
"2875",2012-04-29,18,2.6
"2876",2012-04-29,19,2.2
"2877",2012-04-29,20,2.9
"2878",2012-04-29,21,1.2
"2879",2012-04-29,22,0.5
"2880",2012-04-29,23,1
"2881",2012-04-30,0,1.7
"2882",2012-04-30,1,2
"2883",2012-04-30,2,2
"2884",2012-04-30,3,2.6
"2885",2012-04-30,4,3.3
"2886",2012-04-30,5,1.5
"2887",2012-04-30,6,1.2
"2888",2012-04-30,7,0.9
"2889",2012-04-30,8,1.6
"2890",2012-04-30,9,1.6
"2891",2012-04-30,10,2.3
"2892",2012-04-30,11,2.2
"2893",2012-04-30,12,1.5
"2894",2012-04-30,13,3.1
"2895",2012-04-30,14,2.8
"2896",2012-04-30,15,2.4
"2897",2012-04-30,16,2.3
"2898",2012-04-30,17,1.4
"2899",2012-04-30,18,3.3
"2900",2012-04-30,19,1.8
"2901",2012-04-30,20,1.3
"2902",2012-04-30,21,0.8
"2903",2012-04-30,22,1.9
"2904",2012-04-30,23,4.4
"2905",2012-05-01,0,1.1
"2906",2012-05-01,1,1.4
"2907",2012-05-01,2,1.2
"2908",2012-05-01,3,1.1
"2909",2012-05-01,4,1.6
"2910",2012-05-01,5,1.6
"2911",2012-05-01,6,1.3
"2912",2012-05-01,7,0.9
"2913",2012-05-01,8,1.7
"2914",2012-05-01,9,2.5
"2915",2012-05-01,10,2.8
"2916",2012-05-01,11,3.3
"2917",2012-05-01,12,2.4
"2918",2012-05-01,13,2.9
"2919",2012-05-01,14,2.1
"2920",2012-05-01,15,1
"2921",2012-05-01,16,1.7
"2922",2012-05-01,17,3.5
"2923",2012-05-01,18,1.7
"2924",2012-05-01,19,2.6
"2925",2012-05-01,20,1.4
"2926",2012-05-01,21,0.7
"2927",2012-05-01,22,0.3
"2928",2012-05-01,23,1.9
"2929",2012-05-02,0,0.5
"2930",2012-05-02,1,1.8
"2931",2012-05-02,2,1.7
"2932",2012-05-02,3,4.8
"2933",2012-05-02,4,5.9
"2934",2012-05-02,5,1.9
"2935",2012-05-02,6,2.1
"2936",2012-05-02,7,1.6
"2937",2012-05-02,8,1.9
"2938",2012-05-02,9,1.7
"2939",2012-05-02,10,1.2
"2940",2012-05-02,11,1.8
"2941",2012-05-02,12,2
"2942",2012-05-02,13,2.8
"2943",2012-05-02,14,3.4
"2944",2012-05-02,15,3
"2945",2012-05-02,16,3.7
"2946",2012-05-02,17,4.2
"2947",2012-05-02,18,3
"2948",2012-05-02,19,4.5
"2949",2012-05-02,20,3.8
"2950",2012-05-02,21,2.5
"2951",2012-05-02,22,1.8
"2952",2012-05-02,23,3.7
"2953",2012-05-03,0,4
"2954",2012-05-03,1,3.4
"2955",2012-05-03,2,3.8
"2956",2012-05-03,3,2.7
"2957",2012-05-03,4,2.4
"2958",2012-05-03,5,2.3
"2959",2012-05-03,6,2.6
"2960",2012-05-03,7,1.6
"2961",2012-05-03,8,1.9
"2962",2012-05-03,9,1.7
"2963",2012-05-03,10,3.8
"2964",2012-05-03,11,3
"2965",2012-05-03,12,5.5
"2966",2012-05-03,13,4.9
"2967",2012-05-03,14,4.8
"2968",2012-05-03,15,4.5
"2969",2012-05-03,16,4.3
"2970",2012-05-03,17,3.6
"2971",2012-05-03,18,2.7
"2972",2012-05-03,19,4.8
"2973",2012-05-03,20,4.6
"2974",2012-05-03,21,2.2
"2975",2012-05-03,22,3.3
"2976",2012-05-03,23,2.4
"2977",2012-05-04,0,5.7
"2978",2012-05-04,1,6
"2979",2012-05-04,2,3.9
"2980",2012-05-04,3,4.3
"2981",2012-05-04,4,3.5
"2982",2012-05-04,5,3.4
"2983",2012-05-04,6,3.6
"2984",2012-05-04,7,3.4
"2985",2012-05-04,8,2.1
"2986",2012-05-04,9,2.2
"2987",2012-05-04,10,2.4
"2988",2012-05-04,11,3.2
"2989",2012-05-04,12,4.4
"2990",2012-05-04,13,5.4
"2991",2012-05-04,14,5.3
"2992",2012-05-04,15,3.2
"2993",2012-05-04,16,3.8
"2994",2012-05-04,17,3.3
"2995",2012-05-04,18,3.4
"2996",2012-05-04,19,3.6
"2997",2012-05-04,20,2.5
"2998",2012-05-04,21,2
"2999",2012-05-04,22,0.9
"3000",2012-05-04,23,1.3
"3001",2012-05-05,0,1.4
"3002",2012-05-05,1,2.9
"3003",2012-05-05,2,1.4
"3004",2012-05-05,3,1.2
"3005",2012-05-05,4,1.9
"3006",2012-05-05,5,1.4
"3007",2012-05-05,6,2.1
"3008",2012-05-05,7,1.4
"3009",2012-05-05,8,2.5
"3010",2012-05-05,9,2.8
"3011",2012-05-05,10,3.8
"3012",2012-05-05,11,6.5
"3013",2012-05-05,12,6.2
"3014",2012-05-05,13,5.5
"3015",2012-05-05,14,3.8
"3016",2012-05-05,15,3.5
"3017",2012-05-05,16,3.5
"3018",2012-05-05,17,3.8
"3019",2012-05-05,18,3.8
"3020",2012-05-05,19,4.6
"3021",2012-05-05,20,3.9
"3022",2012-05-05,21,3.1
"3023",2012-05-05,22,2.2
"3024",2012-05-05,23,1.7
"3025",2012-05-06,0,3.3
"3026",2012-05-06,1,2.4
"3027",2012-05-06,2,3
"3028",2012-05-06,3,2.3
"3029",2012-05-06,4,1.4
"3030",2012-05-06,5,1.3
"3031",2012-05-06,6,1.6
"3032",2012-05-06,7,1.1
"3033",2012-05-06,8,1.2
"3034",2012-05-06,9,1.3
"3035",2012-05-06,10,2
"3036",2012-05-06,11,3.4
"3037",2012-05-06,12,3.3
"3038",2012-05-06,13,3.9
"3039",2012-05-06,14,3.1
"3040",2012-05-06,15,3.1
"3041",2012-05-06,16,3
"3042",2012-05-06,17,1.8
"3043",2012-05-06,18,2.1
"3044",2012-05-06,19,1.8
"3045",2012-05-06,20,2.3
"3046",2012-05-06,21,1.3
"3047",2012-05-06,22,4.8
"3048",2012-05-06,23,3.3
"3049",2012-05-07,0,3.7
"3050",2012-05-07,1,5
"3051",2012-05-07,2,2.8
"3052",2012-05-07,3,3.5
"3053",2012-05-07,4,2.1
"3054",2012-05-07,5,2.6
"3055",2012-05-07,6,1.8
"3056",2012-05-07,7,2.9
"3057",2012-05-07,8,1.7
"3058",2012-05-07,9,2.9
"3059",2012-05-07,10,2.9
"3060",2012-05-07,11,3.7
"3061",2012-05-07,12,4.7
"3062",2012-05-07,13,4.7
"3063",2012-05-07,14,4.3
"3064",2012-05-07,15,4.4
"3065",2012-05-07,16,3.6
"3066",2012-05-07,17,2.8
"3067",2012-05-07,18,3.1
"3068",2012-05-07,19,4.1
"3069",2012-05-07,20,2.3
"3070",2012-05-07,21,2.8
"3071",2012-05-07,22,4
"3072",2012-05-07,23,3.2
"3073",2012-05-08,0,2.7
"3074",2012-05-08,1,3.8
"3075",2012-05-08,2,4.1
"3076",2012-05-08,3,5.6
"3077",2012-05-08,4,3.8
"3078",2012-05-08,5,5
"3079",2012-05-08,6,3.1
"3080",2012-05-08,7,5
"3081",2012-05-08,8,3.1
"3082",2012-05-08,9,5
"3083",2012-05-08,10,4.8
"3084",2012-05-08,11,2.8
"3085",2012-05-08,12,5.6
"3086",2012-05-08,13,4.2
"3087",2012-05-08,14,5.7
"3088",2012-05-08,15,4.5
"3089",2012-05-08,16,5
"3090",2012-05-08,17,4.2
"3091",2012-05-08,18,3.2
"3092",2012-05-08,19,3.6
"3093",2012-05-08,20,3.7
"3094",2012-05-08,21,2.3
"3095",2012-05-08,22,0.9
"3096",2012-05-08,23,2
"3097",2012-05-09,0,2.1
"3098",2012-05-09,1,4.8
"3099",2012-05-09,2,4.6
"3100",2012-05-09,3,2.1
"3101",2012-05-09,4,2.7
"3102",2012-05-09,5,1.8
"3103",2012-05-09,6,2.7
"3104",2012-05-09,7,1.4
"3105",2012-05-09,8,1.2
"3106",2012-05-09,9,1.1
"3107",2012-05-09,10,1.5
"3108",2012-05-09,11,2.9
"3109",2012-05-09,12,3.5
"3110",2012-05-09,13,2.5
"3111",2012-05-09,14,3.3
"3112",2012-05-09,15,2.6
"3113",2012-05-09,16,2.7
"3114",2012-05-09,17,2.1
"3115",2012-05-09,18,2.1
"3116",2012-05-09,19,1.8
"3117",2012-05-09,20,2.2
"3118",2012-05-09,21,0.9
"3119",2012-05-09,22,5.6
"3120",2012-05-09,23,5.1
"3121",2012-05-10,0,2
"3122",2012-05-10,1,2.7
"3123",2012-05-10,2,4
"3124",2012-05-10,3,2.5
"3125",2012-05-10,4,1.5
"3126",2012-05-10,5,2.4
"3127",2012-05-10,6,2.2
"3128",2012-05-10,7,1.3
"3129",2012-05-10,8,1.7
"3130",2012-05-10,9,1.4
"3131",2012-05-10,10,2.7
"3132",2012-05-10,11,4.7
"3133",2012-05-10,12,2.9
"3134",2012-05-10,13,3
"3135",2012-05-10,14,4.2
"3136",2012-05-10,15,2.5
"3137",2012-05-10,16,2.5
"3138",2012-05-10,17,2.5
"3139",2012-05-10,18,2.3
"3140",2012-05-10,19,1.2
"3141",2012-05-10,20,1.3
"3142",2012-05-10,21,1.4
"3143",2012-05-10,22,0.4
"3144",2012-05-10,23,1.7
"3145",2012-05-11,0,2.1
"3146",2012-05-11,1,2
"3147",2012-05-11,2,1.8
"3148",2012-05-11,3,2.5
"3149",2012-05-11,4,1.6
"3150",2012-05-11,5,1.3
"3151",2012-05-11,6,1.9
"3152",2012-05-11,7,2.7
"3153",2012-05-11,8,2.3
"3154",2012-05-11,9,1.9
"3155",2012-05-11,10,1.8
"3156",2012-05-11,11,2.8
"3157",2012-05-11,12,4.6
"3158",2012-05-11,13,3.4
"3159",2012-05-11,14,4.5
"3160",2012-05-11,15,3.1
"3161",2012-05-11,16,3.2
"3162",2012-05-11,17,3.2
"3163",2012-05-11,18,2.2
"3164",2012-05-11,19,2.5
"3165",2012-05-11,20,2.2
"3166",2012-05-11,21,1.7
"3167",2012-05-11,22,4.7
"3168",2012-05-11,23,3.3
"3169",2012-05-12,0,2.9
"3170",2012-05-12,1,1.8
"3171",2012-05-12,2,1.5
"3172",2012-05-12,3,1.9
"3173",2012-05-12,4,1.3
"3174",2012-05-12,5,1.5
"3175",2012-05-12,6,2
"3176",2012-05-12,7,1.2
"3177",2012-05-12,8,1.1
"3178",2012-05-12,9,0.9
"3179",2012-05-12,10,0.8
"3180",2012-05-12,11,1.9
"3181",2012-05-12,12,3.3
"3182",2012-05-12,13,2.5
"3183",2012-05-12,14,2.9
"3184",2012-05-12,15,3.2
"3185",2012-05-12,16,3.9
"3186",2012-05-12,17,3
"3187",2012-05-12,18,3.2
"3188",2012-05-12,19,2.4
"3189",2012-05-12,20,2.1
"3190",2012-05-12,21,1.7
"3191",2012-05-12,22,2.8
"3192",2012-05-12,23,2.7
"3193",2012-05-13,0,1.8
"3194",2012-05-13,1,1.4
"3195",2012-05-13,2,0.2
"3196",2012-05-13,3,0.9
"3197",2012-05-13,4,1.7
"3198",2012-05-13,5,2.4
"3199",2012-05-13,6,0.5
"3200",2012-05-13,7,3.1
"3201",2012-05-13,8,2
"3202",2012-05-13,9,0.6
"3203",2012-05-13,10,1.7
"3204",2012-05-13,11,1.1
"3205",2012-05-13,12,1.6
"3206",2012-05-13,13,2.5
"3207",2012-05-13,14,1.3
"3208",2012-05-13,15,1.1
"3209",2012-05-13,16,2.4
"3210",2012-05-13,17,1.8
"3211",2012-05-13,18,3.8
"3212",2012-05-13,19,1.4
"3213",2012-05-13,20,1.6
"3214",2012-05-13,21,1.1
"3215",2012-05-13,22,0.6
"3216",2012-05-13,23,1.5
"3217",2012-05-14,0,0.5
"3218",2012-05-14,1,0.6
"3219",2012-05-14,2,1.2
"3220",2012-05-14,3,1.4
"3221",2012-05-14,4,1.5
"3222",2012-05-14,5,0.9
"3223",2012-05-14,6,0.6
"3224",2012-05-14,7,1.3
"3225",2012-05-14,8,1.7
"3226",2012-05-14,9,0.9
"3227",2012-05-14,10,1.1
"3228",2012-05-14,11,1.3
"3229",2012-05-14,12,2.8
"3230",2012-05-14,13,3.1
"3231",2012-05-14,14,3
"3232",2012-05-14,15,3.7
"3233",2012-05-14,16,2.8
"3234",2012-05-14,17,4.2
"3235",2012-05-14,18,3.9
"3236",2012-05-14,19,2.8
"3237",2012-05-14,20,2.5
"3238",2012-05-14,21,1.7
"3239",2012-05-14,22,1.6
"3240",2012-05-14,23,0.4
"3241",2012-05-15,0,2
"3242",2012-05-15,1,2.6
"3243",2012-05-15,2,4.5
"3244",2012-05-15,3,3.1
"3245",2012-05-15,4,1.9
"3246",2012-05-15,5,1.2
"3247",2012-05-15,6,1.4
"3248",2012-05-15,7,0.5
"3249",2012-05-15,8,2.7
"3250",2012-05-15,9,1.1
"3251",2012-05-15,10,2.2
"3252",2012-05-15,11,1.9
"3253",2012-05-15,12,2.7
"3254",2012-05-15,13,3
"3255",2012-05-15,14,3.3
"3256",2012-05-15,15,1.8
"3257",2012-05-15,16,3.2
"3258",2012-05-15,17,1.9
"3259",2012-05-15,18,2.7
"3260",2012-05-15,19,2.4
"3261",2012-05-15,20,1.3
"3262",2012-05-15,21,0.3
"3263",2012-05-15,22,0.5
"3264",2012-05-15,23,1.6
"3265",2012-05-16,0,1.8
"3266",2012-05-16,1,1.9
"3267",2012-05-16,2,0.8
"3268",2012-05-16,3,1.7
"3269",2012-05-16,4,2.1
"3270",2012-05-16,5,1.7
"3271",2012-05-16,6,2
